Year,GTCBSA,PEHRUSLT,PEDIPGED,PECYC,PEAFEVER,PEAFNOW,PEERNHRO,PEERNLAB,HEFAMINC,HRNUMHOU
2010,0,15.091526432552351,-0.42549104485688005,-0.1799956712299118,1.226557004491099,1.4092040474000325,0.5927168443266057,-0.7197121367891348,10.058952437638656,3.2250960445863317
2010,10420,18.660714285714285,-0.19642857142857142,-0.4419642857142857,1.34375,1.5178571428571428,-0.19642857142857142,-0.7901785714285714,10.986607142857142,3.169642857142857
2010,10500,12.357142857142858,-0.4880952380952381,-0.14285714285714285,1.130952380952381,1.2857142857142858,3.9047619047619047,-0.3333333333333333,9.119047619047619,3.2857142857142856
2010,10580,16.6156462585034,-0.41836734693877553,-0.2653061224489796,1.3741496598639455,1.530612244897959,1.0748299319727892,-0.5272108843537415,11.89795918367347,3.183673469387755
2010,10740,15.180645161290322,-0.6,-0.12419354838709677,1.15,1.2919354838709678,0.1064516129032258,-0.7774193548387097,10.356451612903227,3.6451612903225805
2010,10900,17.21551724137931,-0.367816091954023,-0.4454022988505747,1.1695402298850575,1.293103448275862,1.6120689655172413,-0.6580459770114943,11.169540229885058,3.3620689655172415
2010,11020,15.987951807228916,-0.08433734939759036,-0.4578313253012048,1.2891566265060241,1.4578313253012047,0.9759036144578314,-0.6506024096385542,9.349397590361447,3.433734939759036
2010,11100,17.397435897435898,-0.4358974358974359,-0.28205128205128205,1.1282051282051282,1.2692307692307692,3.8076923076923075,-0.5384615384615384,7.6923076923076925,3.41025641025641
2010,11300,15.6875,0.078125,-0.625,1.546875,1.8125,0.625,-0.625,10.015625,3.09375
2010,11340,11.525423728813559,-0.3559322033898305,0.0,1.3728813559322033,1.4915254237288136,2.2542372881355934,-0.6440677966101694,9.796610169491526,2.7288135593220337
2010,11460,14.567307692307692,-0.7115384615384616,-0.08653846153846154,1.3173076923076923,1.4807692307692308,-0.20192307692307693,-0.7019230769230769,9.471153846153847,3.6538461538461537
2010,11500,15.623188405797102,-0.2753623188405797,-0.043478260869565216,1.6376811594202898,1.7391304347826086,-0.5072463768115942,-0.782608695652174,8.91304347826087,2.710144927536232
2010,11540,19.98076923076923,-0.5096153846153846,-0.17307692307692307,1.125,1.3076923076923077,1.0,-0.6730769230769231,12.692307692307692,3.3461538461538463
2010,11700,15.869918699186991,-0.2764227642276423,-0.3983739837398374,1.3658536585365855,1.5121951219512195,0.11382113821138211,-0.8130081300813008,10.463414634146341,2.7886178861788617
2010,12020,12.617021276595745,-0.7021276595744681,-0.10638297872340426,1.3617021276595744,1.4893617021276595,1.6170212765957446,-0.7446808510638298,9.170212765957446,3.0425531914893615
2010,12060,17.110568112400735,-0.5974343310934637,-0.3017715332926084,1.1881490531459988,1.3359804520464265,0.2235797189981674,-0.7202199144777031,10.701282834453268,3.4007330482590103
2010,12100,16.897260273972602,-0.4452054794520548,-0.17123287671232876,1.2054794520547945,1.321917808219178,0.02054794520547945,-0.7465753424657534,11.773972602739725,3.835616438356164
2010,12260,13.220930232558139,-0.3313953488372093,-0.4011627906976744,1.2325581395348837,1.430232558139535,0.9069767441860465,-0.7267441860465116,10.674418604651162,3.244186046511628
2010,12420,18.497153700189752,-0.7058823529411765,-0.38140417457305503,1.0702087286527515,1.2030360531309299,0.20683111954459202,-0.6907020872865275,11.176470588235293,3.554079696394687
2010,12540,13.360995850622407,-0.6224066390041494,-0.11203319502074689,1.0871369294605808,1.2489626556016598,1.4688796680497926,-0.7053941908713693,9.838174273858922,3.672199170124481
2010,12580,18.325333333333333,-0.5373333333333333,-0.31866666666666665,1.2526666666666666,1.436,-0.14666666666666667,-0.72,11.66,3.3533333333333335
2010,12940,16.139130434782608,-0.508695652173913,-0.1956521739130435,1.208695652173913,1.3347826086956522,0.3347826086956522,-0.5739130434782609,10.291304347826086,3.1478260869565218
2010,13140,14.007462686567164,-0.47761194029850745,0.04477611940298507,1.037313432835821,1.2388059701492538,-0.11194029850746269,-0.7611940298507462,11.052238805970148,4.014925373134329
2010,13380,14.988888888888889,-0.8,0.5222222222222223,1.0666666666666667,1.2333333333333334,0.36666666666666664,-0.8333333333333334,11.955555555555556,3.7333333333333334
2010,13460,11.683453237410072,-0.5755395683453237,0.050359712230215826,1.2302158273381294,1.39568345323741,-0.18705035971223022,-0.8489208633093526,9.920863309352518,3.0431654676258995
2010,13740,18.85810810810811,-0.5135135135135135,0.18243243243243243,1.3243243243243243,1.5472972972972974,1.7702702702702702,-0.6418918918918919,10.324324324324325,2.6621621621621623
2010,13780,21.0,-0.30985915492957744,-0.39436619718309857,1.4507042253521127,1.619718309859155,0.15492957746478872,-0.7605633802816901,11.183098591549296,2.8028169014084505
2010,13820,16.829885057471266,-0.5103448275862069,-0.041379310344827586,1.3379310344827586,1.4735632183908045,0.4528735632183908,-0.7494252873563219,10.041379310344828,3.1839080459770117
2010,14020,13.55421686746988,-0.2289156626506024,-0.3493975903614458,1.3975903614457832,1.5301204819277108,0.5542168674698795,-0.6746987951807228,10.759036144578314,2.8795180722891565
2010,14060,19.63529411764706,-0.6823529411764706,-0.4117647058823529,1.1647058823529413,1.2588235294117647,-1.0,-0.788235294117647,12.588235294117647,3.164705882352941
2010,14260,14.570446735395189,-0.5790378006872853,0.005154639175257732,1.0824742268041236,1.2474226804123711,0.15292096219931273,-0.7336769759450171,10.450171821305842,3.6872852233676974
2010,14500,17.31904761904762,-0.8,-0.3333333333333333,1.161904761904762,1.2714285714285714,-0.1,-0.7,11.614285714285714,3.2857142857142856
2010,14540,12.04,-0.44,-0.64,1.2,1.28,0.88,-0.64,7.88,3.24
2010,14740,17.885416666666668,-0.5625,0.3020833333333333,1.2708333333333333,1.4895833333333333,2.0833333333333335,-0.65625,11.979166666666666,3.3333333333333335
2010,15180,8.614457831325302,-0.5180722891566265,-0.2891566265060241,1.1325301204819278,1.3132530120481927,-1.0,-0.891566265060241,9.710843373493976,3.5542168674698793
2010,15380,18.07033639143731,-0.41284403669724773,-0.05198776758409786,1.4770642201834863,1.6330275229357798,0.9143730886850153,-0.654434250764526,10.418960244648318,2.8960244648318043
2010,15940,18.237623762376238,-0.4158415841584158,-0.31683168316831684,1.1584158415841583,1.3663366336633664,0.9801980198019802,-0.7425742574257426,10.148514851485148,2.8217821782178216
2010,15980,15.976331360946746,-0.2958579881656805,-0.14201183431952663,1.2366863905325445,1.3609467455621302,1.9940828402366864,-0.650887573964497,9.325443786982248,3.378698224852071
2010,16300,13.348039215686274,-0.6127450980392157,-0.08333333333333333,0.7892156862745098,0.9705882352941176,1.1127450980392157,-0.6813725490196079,10.794117647058824,3.627450980392157
2010,16580,16.60185185185185,-0.2962962962962963,-0.12037037037037036,1.2777777777777777,1.5,3.0185185185185186,-0.42592592592592593,9.527777777777779,3.074074074074074
2010,16620,14.56,-0.36727272727272725,-0.4036363636363636,1.1418181818181818,1.3963636363636365,-0.7563636363636363,-0.7672727272727272,11.090909090909092,3.1672727272727275
2010,16700,13.419463087248323,-0.5604026845637584,-0.2550335570469799,1.0838926174496644,1.308724832214765,0.8859060402684564,-0.7449664429530202,10.708053691275168,3.3087248322147653
2010,16740,16.940140845070424,-0.5633802816901409,-0.22183098591549297,1.2588028169014085,1.380281690140845,0.5757042253521126,-0.7253521126760564,10.883802816901408,3.1795774647887325
2010,16860,11.641891891891891,-0.44594594594594594,-0.1554054054054054,1.2972972972972974,1.472972972972973,0.10810810810810811,-0.7297297297297297,10.45945945945946,3.027027027027027
2010,16980,15.945290858725762,-0.5810249307479224,-0.24411357340720222,1.2198753462603877,1.3732686980609419,0.15166204986149584,-0.7212603878116344,10.947368421052632,3.5367036011080333
2010,17020,10.7,-0.5142857142857142,0.4714285714285714,1.4428571428571428,1.6142857142857143,0.7571428571428571,-0.7714285714285715,10.8,3.0285714285714285
2010,17140,15.312586445366529,-0.4896265560165975,-0.31673582295988933,1.1300138312586445,1.2904564315352698,0.6473029045643154,-0.686030428769018,10.662517289073305,3.384508990318119
2010,17460,16.81831395348837,-0.4956395348837209,-0.22674418604651161,1.2587209302325582,1.3968023255813953,0.32848837209302323,-0.7063953488372093,11.026162790697674,3.1511627906976742
